volumeto,high,low,time,volumefrom,close,open
35847228.54,241.02,233.32,1441843200,150085.1,235.6,237.41
37479742.84,242.83,225.96,1442102400,162209.23,229.53,235.6
37240494.5,235.17,225.05,1442361600,161142.35,232.21,229.53
27861012.71,233.35,225,1442620800,121049.07,226.33,232.21
43251954.65,235.84,224.07,1442880000,187271.88,233.76,226.33
32390636.45,237.58,231.84,1443139200,138003.19,232.5,233.76
40867279.05,240.39,232.37,1443398400,172086.68,235.93,232.5
34251704.53,239.52,234.7,1443657600,144130.74,238.58,235.93
41492549.59,277.58,236.41,1443916800,171938.89,246.14,238.58
36023185.72,247.28,241.34,1444176000,147327.22,244.04,246.14
29741253.35,248.26,242.89,1444435200,120775.9,245.35,244.04
51529687.63,256.76,243.11,1444694400,205099.08,254.44,245.35
69522843.08,275.41,253.93,1444953600,261285.66,261.67,254.44
51560003.5,272.17,259.89,1445212800,193209.79,267.11,261.67
61579331.43,283.05,266.8,1445472000,222608.89,282.56,267.11
84744158.23,298.43,279.62,1445731200,292975.35,294.66,282.56
129108447.78,334.92,294.02,1445990400,411817.23,327.12,294.66
134054037.49,365.75,304.6,1446249600,402639.44,359.28,327.12
514918358.37,492.8,354.58,1446508800,1242679.87,382.7,359.28
170324770.66,396.35,348.84,1446768000,452657.18,371.56,382.7
205048919.84,385.11,292.38,1447027200,599786.68,304.71,371.56
110437225.02,369.8,306.07,1447286400,332971,331.77,304.71
89845968.57,342.91,314.06,1447545600,273708.1,333.91,331.77
89828239.85,337.39,309.48,1447804800,274715.31,321.12,333.91
40407652.79,328.42,318.37,1448064000,124479.96,322.12,321.12
114879708.75,368.92,315.54,1448323200,339721.38,353.74,322.12
81489605.73,372.84,345.15,1448582400,227016.81,370.84,353.74
122615928.13,382.56,347.16,1448841600,334121.5,359.98,370.84
96931995.6,390.28,354.31,1449100800,262972.17,386.69,359.98
119714576.28,411.07,381.69,1449360000,302968.72,410.67,386.69
167518027.15,453.37,403.26,1449619200,394082.96,449.83,410.67
216805460.13,467.71,403.69,1449878400,494504.16,442,449.83
162592721.34,465.16,437.37,1450137600,356860.33,455.53,442
121069596.15,466.12,431.1,1450396800,266251,441.78,455.53
109993101.09,445.54,423.99,1450656000,251023.46,442.43,441.78
143913391.72,460.62,400.45,1450915200,330577.1,415.37,442.43
87401388.86,433.56,406.09,1451174400,206572.72,431.92,415.37
77381981.85,437.95,417.14,1451433600,180456.49,433.99,431.92
61000951.78,437.43,423.09,1451692800,141404.52,433.32,433.99
96455538.69,457.54,425,1451952000,218659.34,457.05,433.32
79339595.95,462.92,438.62,1452211200,175571.84,446.19,457.05
84797076.81,451.08,420.39,1452470400,193213.39,432.18,446.19
195306449.63,433.74,350.39,1452729600,498276.27,385.04,432.18
77428725.18,390.72,373.21,1452988800,201735.91,379.46,385.04
170687649.42,425.72,374.05,1453248000,425112.13,382.65,379.46
76471754.05,405.4,380.27,1453507200,193577.93,392.76,382.65
69399684.91,397.74,376.71,1453766400,177803.39,379.69,392.76
80366554.43,385.75,363.49,1454025600,213655.12,369.84,379.69
69118023.53,379.78,365.27,1454284800,185140.13,368.02,369.84
92451420.36,391.83,368.05,1454544000,241636.15,376.68,368.02
59621492.24,382.61,371.42,1454803200,158338.29,375.32,376.68
81681921.7,386.4,372.75,1455062400,213900.82,384.04,375.32
83062384.96,410.85,383.31,1455321600,207874.97,401.07,384.04
97827384.38,425.51,398,1455580800,235999.75,421.4,401.07
114612795.61,447.61,416.36,1455840000,264366.06,437.87,421.4
92520654.34,440.76,410.36,1456099200,216234.68,422.72,437.87
63877549.76,434.14,417.51,1456358400,149546.12,431.3,422.72
81266081.8,441.32,421.22,1456617600,187082.18,434.04,431.3
89499673.17,435.91,407.2,1456876800,211914.61,409.48,434.04
102400021.32,416.58,386.93,1457136000,253517.14,414.87,409.48
66354583.52,417.48,408.42,1457395200,160425.27,415.83,414.87
64587210.96,422.4,407.03,1457654400,155245.49,412.41,415.83
59209474.79,417.37,411.19,1457913600,142464.69,415.91,412.41
60672162.67,419.56,402.13,1458172800,146886.23,408.69,415.91
50738071.35,417.94,407.24,1458432000,122777.58,416.21,408.69
47588395.38,419.58,412.41,1458691200,114021.63,415.71,416.21
56244207.17,427.36,413.93,1458950400,133225.8,422.21,415.71
64063922.85,424.53,406.36,1459209600,154236.24,415.66,422.21
38581065.72,420.18,412.79,1459468800,92326.32,419.06,415.66
45129062.95,423.67,416.21,1459728000,106990.91,421.26,419.06
47303214.95,423.51,412.39,1459987200,112428.84,418.05,421.26
49761026.58,426.69,416.69,1460246400,117399.46,424.74,418.05
52437324.57,429.49,421.41,1460505600,122872.98,428.67,424.74
37449658.94,432,423.79,1460764800,87182.75,427.69,428.67
80537656.44,450.8,426.84,1461024000,183164.73,449.34,427.69
75207638.16,461.78,441.9,1461283200,166503.38,457.56,449.34
110605608.72,468.86,444.62,1461542400,240020.2,447.01,457.56
72629355.86,456.86,433.9,1461801600,162093.7,448.53,447.01
64993756.17,454.21,440.21,1462060800,145349.91,450.27,448.53
67564687.16,461.48,444.22,1462320000,149758.03,459.56,450.27
49259227.11,464.18,454.6,1462579200,106990.32,460.44,459.56
67638054.09,462.14,446.81,1462838400,149144.45,454.43,460.44
33833234.83,460.28,451.49,1463097600,73947.1,458.11,454.43
47358327.3,459.57,450.73,1463356800,103836.79,454.22,458.11
58254959.9,455.19,435.42,1463616000,130816.01,443.64,454.22
43414987.74,447.9,436.94,1463875200,97851.3,446.11,443.64
97942420.04,479.22,445.35,1464134400,211106.76,474.05,446.11
197587177.83,548.04,467.05,1464393600,380270.69,532.26,474.05
128019771.26,546.92,513.15,1464652800,239364.46,537.1,532.26
147051822.39,592.68,534.34,1464912000,258181.95,574.91,537.1
114919775.58,591.32,543.63,1465171200,197981.22,580.51,574.91
79091883.79,592.61,569.26,1465430400,136332.23,591.6,580.51
381585528.3,718.24,592.79,1465689600,569759.64,685.14,591.6
383870576.24,771.89,670.45,1465948800,524060.55,743.9,685.14
220500591.87,776.04,717.41,1466208000,293260.83,733.97,743.9
450668351.45,732.23,539.28,1466467200,712142.93,620.84,733.97
252836046.28,688.1,609.9,1466726400,386080.85,625.41,620.84
164319061.03,659.27,615.22,1466985600,256689.72,636.54,625.41
167165340.23,700.46,631.24,1467244800,247811.64,698.06,636.54
146035656.7,701.49,644.04,1467504000,217816.1,663.67,698.06
178590453.56,678.39,604.95,1467763200,276550.26,662.78,663.67
110942641.15,663.49,620.68,1468022400,171211.72,646.71,662.78
117587460.75,673.19,644.56,1468281600,177746.61,657.25,646.71
68990024.2,680.94,655.72,1468540800,103056.16,676.33,657.25
74287796.07,680.42,659.51,1468800000,110534.84,664.4,676.33
84179393.67,669.44,645.69,1469059200,127944.16,655.16,664.4
74384479.77,664.21,643.49,1469318400,113586.89,654.38,655.16
55779035.63,659.08,646.04,1469577600,85042.12,655.43,654.38
93869120.51,657.55,603.55,1469836800,148902.42,607,655.43
148234818.26,613.75,471.36,1470096000,261667.45,576.22,607
46161254.73,596.68,565.33,1470355200,79470.03,590.85,576.22
59407873.28,600.52,580.87,1470614400,100420.98,590.94,590.85
50008156.3,599.15,582.2,1470873600,84630.18,584.59,590.94
59823150.74,585.8,559.28,1471132800,104526.28,580.19,584.59
51097847.55,581.1,566.25,1471392000,88680.65,574.56,580.19
41369223.24,591.9,572.28,1471651200,70838.58,587.47,574.56
53994860.25,589.87,570.81,1471910400,92873.01,577.96,587.47
30454431,582.73,567.25,1472169600,52679.98,574.98,577.96
43995004.43,579.94,571.38,1472428800,76277.01,573.88,574.98
51231434.13,704.97,569.3,1472688000,88184.08,598.84,573.88
48880407.92,615.2,590.78,1472947200,80301.27,610.44,598.84
58850066.9,629.3,606.24,1473206400,94695.38,623.16,610.44
49126399,630.77,592.79,1473465600,79768.13,607.98,623.16
45621923.09,612.16,604.87,1473724800,74446.86,608.11,607.98
33083150.63,612.38,604.52,1473984000,54071.23,610.7,608.11
48850618.73,612.41,591.69,1474243200,80706.55,597.16,610.7
37227213.29,605.92,592.83,1474502400,61836.18,602.59,597.16
40272803.11,608.97,598.17,1474761600,66329.3,605.47,602.59
41423726.68,608.78,602.01,1475020800,68209.83,608.14,605.47
33974938.6,615,607.07,1475280000,55413.27,611.6,608.14
42937566.85,613.65,606.5,1475539200,70020.19,610.97,611.6
36955592.6,619.56,609.12,1475798400,59776.18,615.77,610.97
68205021.2,642.51,612.76,1476057600,107949.55,635.99,615.77
44473163.1,641.4,630.66,1476316800,69417.65,637.03,635.99
41774548.75,642.18,632.23,1476576000,65175.38,635.34,637.03
53467691.92,637.27,624.09,1476835200,84320.97,630.45,635.34
60298546.71,661.2,629.72,1477094400,92247.56,650.49,630.45
87991250.78,687.88,647.65,1477353600,130970.72,682.3,650.49
92973999.28,720.19,678.63,1477612800,132325.15,697.27,682.3
104593370.81,735.78,682.17,1477872000,145154.73,733.51,697.27
118385204.69,744.43,670.4,1478131200,166663.56,702.11,733.51
68423173.46,714.63,697.63,1478390400,96285.92,710.9,702.11
93866731.51,741.23,707.13,1478649600,129609.1,714.97,710.9
71540936.46,717.37,685.01,1478908800,101490.86,704.56,714.97
134810399.05,751.91,697.91,1479168000,183742.79,737.53,704.56
83819424.01,755.34,712.77,1479427200,112757.27,728.51,737.53
85494081.06,754.01,726.55,1479686400,114818.97,741.07,728.51
65513769.79,744.24,725.62,1479945600,88664.45,734.14,741.07
64919967.66,738.29,727.11,1480204800,88039.29,732.56,734.14
118794907.22,779.02,730.57,1480464000,156524.49,770.94,732.56
84071936.86,772.32,746.01,1480723200,108774.48,754.34,770.94
74461681.4,773.41,750.91,1480982400,97075.38,768.49,754.34
46040244.92,776.96,763,1481241600,59334.98,767.91,768.49
67664222.84,790.33,767.77,1481500800,86650.84,776.5,767.91
60751279.81,791.57,773.12,1481760000,77413.12,787.17,776.5
59170748.51,800.02,783.8,1482019200,74473.41,799.1,787.17
205725631.75,920.26,795.98,1482278400,238075.22,917.17,799.1
113752912.32,920.49,851.42,1482537600,127300.94,898.38,917.17
179005086.94,982.57,893.38,1482796800,188102.03,971.08,898.38
134399474.18,1001.61,927.4,1483056000,139547.64,995.44,971.08
292708567.08,1148.54,990.2,1483315200,276011.81,1135.41,995.44
537037490.32,1150.63,806.66,1483574400,564961.89,888.87,1135.41
174905728.37,936.13,870.91,1483833600,193194.95,904.37,888.87
326736687.3,917.65,739.55,1484092800,404540.27,824.83,904.37
84192116.27,838.9,808.27,1484352000,101832.08,827.34,824.83
185615934.24,913.67,825.04,1484611200,209907.03,895.21,827.34
116050606.71,938.38,878.9,1484870400,127171.01,918.84,895.21
117744831.96,927.98,883.63,1485129600,129520.93,894.41,918.84
72550674.41,922.56,893.49,1485388800,79076.05,918.51,894.41
79687757.33,967.45,911.51,1485648000,84784.67,965.49,918.51
157100744.9,1023.72,959.82,1485907200,157759.05,1013.02,965.49
104904849.79,1041.04,1000.41,1486166400,102539.93,1024.67,1013.02
255493987.13,1073.03,924.65,1486425600,251444.63,978.96,1024.67
103968629.57,1014.32,947.02,1486684800,105202.77,996.52,978.96
96164690.15,1013.8,975.1,1486944000,95805.68,1008.19,996.52
113786625.04,1063.21,1007.39,1487203200,109154.02,1052.28,1008.19
114745171.44,1123.03,1037.67,1487462400,106012.87,1119.03,1052.28
256288631.53,1211.74,1092.41,1487721600,221821.29,1176.49,1119.03
130789455.15,1195.82,1116.21,1487980800,112094.13,1188.83,1176.49
220377269.46,1286.98,1154.55,1488240000,180225.67,1255.47,1188.83
166579170.14,1291.35,1228.73,1488499200,131123.92,1271.22,1255.47
264607961.21,1280.89,1136.88,1488758400,216624.16,1146.97,1271.22
376650301.44,1330.42,988.69,1489017600,321080.29,1179.22,1146.97
183876677.44,1255.52,1160.9,1489276800,150015.08,1243.14,1179.22
397775492.87,1260.24,1063.48,1489536000,340104.7,1071.71,1243.14
384733436.89,1103.61,940.18,1489795200,378300.48,1047.51,1071.71
280680631.91,1125.53,997.78,1490054400,264395.24,1035.03,1047.51
331693903.41,1038.38,890.43,1490313600,344976.72,969.44,1035.03
247161308.08,1068.41,961.8,1490572800,240109.84,1041.9,969.44
229197881.76,1103.74,1020.93,1490832000,216631.18,1086.12,1041.9
270888835.7,1161.19,1074.21,1491091200,240478.96,1141.77,1086.12
257702217.82,1201.55,1110.06,1491350400,221573.52,1190.49,1141.77
142365017.29,1215.1,1166.65,1491609600,118544.76,1206.71,1190.49
178719525.83,1229.57,1150.29,1491868800,148229.94,1176.2,1206.71
112546032.43,1195.4,841.53,1492128000,94532.36,1176.8,1176.2
174030183.74,1218.21,1172.81,1492387200,142578.21,1215.2,1176.8
177498590.55,1256.97,1210.67,1492646400,140353.47,1240.89,1215.2
160165001.35,1272.62,1223.06,1492905600,125036.03,1264.31,1240.89
265505823.5,1356.15,1263,1493164800,198249.55,1329.62,1264.31
255866792.5,1448.68,1309.66,1493424000,182050.65,1415.81,1329.62
438978901.93,1609.84,1394.83,1493683200,288433.48,1516.76,1415.81
392471029.92,1588.11,1485.01,1493942400,251336.83,1554.45,1516.76
550060955.49,1766.18,1552.86,1494201600,324135.38,1752.31,1554.45
519379093.19,1864.76,1594.59,1494460800,293818.12,1763.74,1752.31
341752736.66,1802.75,1653.72,1494720000,196418.49,1729.34,1763.74
498379986.3,1980.49,1703.97,1494979200,266473.36,1962,1729.34
713866225.19,2264.76,1944.4,1495238400,343014,2124.41,1962
1227842143.79,2781.76,2110.78,1495497600,511873.04,2307.22,2124.41
1154142832.4,2616.52,1868.56,1495756800,539451.33,2189.02,2306.96
735393758.97,2337.35,2117.34,1496016000,330948.9,2303.34,2189.02
667004400.25,2582.77,2303.34,1496275200,276681.38,2545.43,2303.34
913445171.65,2931.24,2478.18,1496534400,338393.59,2870.5,2545.43
790465620.73,2880.95,2623.61,1496793600,285141.44,2811.43,2870.5
1073545252.71,2985.06,2483.63,1497052800,387505.97,2656.77,2811.43
1369034922.15,2803.72,2125.56,1497312000,553714.65,2442.46,2656.77
768568645.81,2690.71,2335.28,1497571200,305158.94,2539.56,2442.46
823641482.88,2804.41,2518.78,1497830400,309166.38,2677.62,2539.56
593629482.16,2759.66,2540.35,1498089600,222199.88,2590.05,2677.62
1004108370.59,2660.66,2309.63,1498348800,412062.07,2583.75,2590.05
655404804.34,2616.95,2469.54,1498608000,258749.41,2480.61,2583.75
538746190.2,2617.48,2375.86,1498867200,217495.45,2572.47,2480.61
599248755.88,2658.73,2562.04,1499126400,230549.71,2614.24,2572.47
465648137.22,2617.48,2480.62,1499385600,184118.66,2511.43,2614.24
896364202.22,2530.34,2262.08,1499644800,379950.64,2403.09,2511.43
787053850.93,2436.66,1974.03,1499904000,357895.11,1975.08,2403.09
1197874508.88,2400.74,1808.99,1500163200,569152.16,2320.23,1975.08
1694210870.43,2932.81,2243.13,1500422400,658411.37,2675.08,2320.23
870909485.56,2876.71,2658.59,1500681600,313156.96,2763.42,2675.08
1145111473.66,2779.08,2441.54,1500940800,445218.62,2691.88,2763.42
837232207.02,2843.78,2621.68,1501200000,306114.2,2766.49,2691.88
818587374.8,2946.02,2659.62,1501459200,296106.92,2720.53,2766.49
888054995.77,3344.01,2717.62,1501718400,296266.26,3262.8,2720.53
856675571.02,3494.87,3166.52,1501977600,255712.94,3429.38,3262.8
911218634.36,3706.48,3251.03,1502236800,265627.51,3654.37,3429.38
1649377583.61,4336.71,3611.36,1502496000,410640.54,4327.94,3654.37
1900033819.28,4487.5,3837.13,1502755200,451958.73,4278.92,4327.94
1354814913.56,4362.73,3957.46,1503014400,328286.07,4066.6,4278.92
1427172143.22,4255.62,3612.21,1503273600,356432.5,4141.09,4066.6
867060653.59,4461.71,4111.71,1503532800,201420.01,4352.3,4141.09
965934396.62,4647.83,4195.23,1503792000,218803.45,4597.31,4352.3
1143587907.8,4925.23,4491.79,1504051200,242777.99,4921.85,4597.31
1955065673.98,4976.52,4098.58,1504310400,433993.03,4267.45,4921.85
1503503946.21,4690.55,4004.62,1504569600,339873.17,4635.6,4267.45
1570259511.09,4699.59,4032.15,1504828800,365526.6,4245.89,4635.6
1557041564.36,4387.76,3752.01,1505088000,382340.12,3870.29,4245.89
3264972058.8,3930.69,2979.88,1505347200,935506.1,3698.92,3870.29
1427086975.12,4122.75,3485.83,1505606400,367209.97,3907.96,3698.92
1300620738.39,4053.04,3505.81,1505865600,346487.29,3600.83,3907.96
823897872.11,3971.5,3563.18,1506124800,217676.78,3932.83,3600.83
1115750079.8,4274.64,3858.75,1506384000,273076.54,4195.65,3932.83
957881850.19,4412.62,4030.37,1506643200,225881.44,4403.09,4195.65
940092715.55,4477.38,4183.57,1506902400,217150.74,4218.66,4403.09
718125223.21,4472.92,4143.35,1507161600,165508.21,4435.81,4218.66
1317368499.97,4930,4419.36,1507420800,280043.72,4763.36,4435.81
2398644617.63,5852.78,4718.6,1507680000,449417.76,5637.26,4763.36
1354727004.53,5862.69,5448.22,1507939200,239220.25,5759.33,5637.26
1493155352.44,5773.32,5114.87,1508198400,270713.83,5698.65,5759.25
2033370687.03,6187.2,5611.39,1508457600,341835.33,5982.86,5698.62
2198837825,6048.98,5375.64,1508716800,386715.69,5734,5982.86
1341559418.6,5997.83,5654.8,1508976000,230841.22,5726.61,5734
2086430078.9,6467.2,5679.37,1509235200,342929.68,6451.24,5726.61
3653946672.94,7445.62,6355,1509494400,526874.87,7152.12,6449.1
2710784998.92,7599.44,6934.73,1509753600,372018.35,6959.23,7146.98
3265309808.08,7869.1,6957.8,1510012800,448038.85,7129.59,6959.27
4020683567.76,7318.97,5493.64,1510272000,627553.12,5878.13,7129.59
2692820496.04,7330.06,5828.34,1510531200,405963.21,7283.22,5878.09
2498851797.45,8000.19,7119.17,1510790400,325666.95,7780.91,7283.02
2097091063.88,8368.36,7675.41,1511049600,259776.77,8099.97,7781.02
1690872927.43,8332.94,7900.17,1511308800,206817.01,8200.8,8099.92
2526159276.18,9733.61,8153.7,1511568000,277465.18,9733.2,8203.45
5120331083.64,11417.84,8938.7,1511827200,508089.08,9946.76,9732.63
3684155903.13,11851.09,9420.93,1512086400,340870.06,11246.21,9947.08
4543736321.79,13843.2,10917.81,1512345600,374437.77,13749.57,11244.2
11756116263.1,17294.85,13151.47,1512604800,765850.49,14843.42,13750.09
7784444350.05,17560.65,13031,1512864000,494191.22,17083.9,14839.98
7032221019.06,17987.03,15669.86,1513123200,416976.53,17604.85,17083.9
6940966788.39,19870.62,17318.54,1513382400,368833.74,18972.32,17594.08
9547757248.63,19021.97,14952.98,1513641600,565954.52,15632.12,18971.19
11166072356.04,15823.72,10875.71,1513900800,819567.28,13789.95,15632.12
5849296360.45,16514.59,13010.71,1514160000,389316.52,15416.64,13789.95
6546807491.18,15505.51,11962.09,1514419200,471306.7,12531.52,15416.34
4506447045.35,15306.13,12359.43,1514678400,327427.93,14754.13,12532.38
5544910689.58,17126.95,14244.67,1514937600,359472.63,16954.78,14754.09
4888603002.17,17252.85,13902.31,1515196800,305388.32,14976.17,16954.76
5885380239.21,15390.28,12825.95,1515456000,415486.82,13308.06,14976.17
3536236066.46,14595.04,12851.91,1515715200,254904.95,13638.63,13308.06
8680092808.3,14355.82,9205.38,1515974400,758424.57,11162.7,13638.63
5114849270.98,13031.04,10642.33,1516233600,434888.73,12783.94,11162.7
5074928464.52,12787.35,9980.5,1516492800,455019.31,10858.23,12783.54
3907635065.76,11741.92,10346.86,1516752000,351473.42,11104.2,10853.78
2990081047.52,12064.19,10879.2,1517011200,259504.73,11233.95,11104.34
4916106039.6,11263.7,8726.95,1517270400,495252.22,9114.72,11234.32
5435451810.37,9504.37,7786.2,1517529600,626431.35,8218.05,9114.73
8091511026.13,8572.68,5968.36,1517788800,1109162.15,7592.72,8218.05
4291669395.99,9081.49,7590.48,1518048000,510936.79,8569.29,7593.78
2953014169.76,8997.34,7862.31,1518307200,346850.7,8544.69,8569.32
3949359545.32,10303.14,8542.98,1518566400,408035.99,10188.73,8544.69
4174161038.97,11288.34,10074.07,1518825600,386335.99,11182.28,10188.73
5419016822.22,11802.23,9757.19,1519084800,501229.74,9847.96,11182.28
3437025864.39,10528,9329.44,1519344000,347073.89,9610.11,9847.96
3368644648.16,11067.76,9411.82,1519603200,322623.65,10334.44,9610.11
2617580735.89,11530.66,10247.56,1519862400,236907.29,11465.36,10334.44
2692280422.01,11694.15,10589.28,1520121600,239216.45,10735.45,11465.36
5432726627.67,10913.7,8393.45,1520380800,571537.45,9252.76,10735.45
3895144640.28,9907.41,8484.32,1520640000,420246.84,9142.15,9252.76
4133979260.57,9486.12,7698.47,1520899200,482909.23,8268.41,9142.27
3520249004.45,8616.63,7318.46,1521158400,440125.77,8215.4,8267.95
3589651559.46,9184.51,8129.66,1521417600,413774.4,8911.35,8215.5
2790947015.93,9107,8307.58,1521676800,319468.61,8548.06,8911.37
2667437245.56,8690.36,7752.3,1521936000,325158.71,7808.48,8548.39
3621567488.43,8117.79,6595.26,1522195200,498234.29,6853.76,7808.42
2554149710.43,8218.66,6463.54,1522454400,367383.71,7074.6,6853.75
2559671755.57,7528.97,6602.38,1522713600,361144.19,6790.45,7074.65
1596360001.09,7132.03,6526.67,1522972800,232448.16,7049.92,6790.45
1776535982.41,7204.28,6633.69,1523232000,257371.86,6977.13,7049.92
3199482172.24,8237.16,6791.33,1523491200,409620.71,8022.51,6977.04
1864880262.24,8437.03,7858.12,1523750400,228437.42,7921.63,8022.51
2175594747.98,8945.14,7908.92,1524009600,260601.84,8877.08,7921.65
1993148829.51,9047.82,8631.18,1524268800,223744.02,8968.25,8877.15
1020406579.63,9470.84,8957.68,1524528000,109645.12,9453.1,8967.86
